year,state-name,sector-name,fuel-name,value
1970,Connecticut,Industrial carbon dioxide emissions,Petroleum,7.777142
1970,Connecticut,Industrial carbon dioxide emissions,Coal,0.323752
1970,Connecticut,Electric Power carbon dioxide emissions,Natural Gas,0.0079
1970,Connecticut,Electric Power carbon dioxide emissions,Petroleum,10.13176
1970,Connecticut,Electric Power carbon dioxide emissions,Coal,4.199919
1970,Connecticut,Transportation carbon dioxide emissions,Natural Gas,0.002704
1970,Connecticut,Transportation carbon dioxide emissions,Petroleum,12.988625
1970,Connecticut,Transportation carbon dioxide emissions,Coal,0.000476
1970,Connecticut,Commercial carbon dioxide emissions,Natural Gas,0.781091
1970,Connecticut,Commercial carbon dioxide emissions,Petroleum,2.583788
1970,Connecticut,Commercial carbon dioxide emissions,Coal,0.041965
1970,Connecticut,Residential carbon dioxide emissions,Natural Gas,1.679992
1970,Connecticut,Residential carbon dioxide emissions,Petroleum,6.502983
1970,Delaware,Industrial carbon dioxide emissions,Natural Gas,0.621982
1970,Delaware,Industrial carbon dioxide emissions,Petroleum,3.583442
1970,Delaware,Industrial carbon dioxide emissions,Coal,0.079022
1970,Delaware,Electric Power carbon dioxide emissions,Natural Gas,0.202483
1970,Delaware,Electric Power carbon dioxide emissions,Petroleum,1.620803
1970,Delaware,Electric Power carbon dioxide emissions,Coal,3.444529
1970,Delaware,Transportation carbon dioxide emissions,Petroleum,3.590717
1970,Delaware,Transportation carbon dioxide emissions,Coal,9.5e-05
1970,Delaware,Commercial carbon dioxide emissions,Natural Gas,0.151637
1970,Delaware,Commercial carbon dioxide emissions,Petroleum,1.221091
1970,Delaware,Commercial carbon dioxide emissions,Coal,0.007874
1970,Delaware,Residential carbon dioxide emissions,Natural Gas,0.42416
1970,Delaware,Residential carbon dioxide emissions,Coal,0.009987
1970,Delaware,Residential carbon dioxide emissions,Petroleum,1.114483
1970,District of Columbia,Residential carbon dioxide emissions,Natural Gas,0.748218
1970,District of Columbia,Residential carbon dioxide emissions,Coal,0.051664
1970,District of Columbia,Industrial carbon dioxide emissions,Natural Gas,0.022759
1970,District of Columbia,Industrial carbon dioxide emissions,Petroleum,1.722061
1970,District of Columbia,Industrial carbon dioxide emissions,Coal,0.947975
1970,District of Columbia,Electric Power carbon dioxide emissions,Petroleum,1.78932
1970,District of Columbia,Electric Power carbon dioxide emissions,Coal,1.658111
1970,District of Columbia,Transportation carbon dioxide emissions,Natural Gas,0.00106
1970,District of Columbia,Transportation carbon dioxide emissions,Petroleum,2.333555
1970,District of Columbia,Transportation carbon dioxide emissions,Coal,0.001522
1970,District of Columbia,Commercial carbon dioxide emissions,Natural Gas,0.626696
1970,District of Columbia,Commercial carbon dioxide emissions,Petroleum,2.990763
1970,District of Columbia,Commercial carbon dioxide emissions,Coal,0.040621
1970,District of Columbia,Residential carbon dioxide emissions,Petroleum,0.707495
1970,Florida,Residential carbon dioxide emissions,Natural Gas,0.811471
1970,Florida,Commercial carbon dioxide emissions,Petroleum,3.070867
1970,Florida,Commercial carbon dioxide emissions,Natural Gas,1.485461
1970,Florida,Transportation carbon dioxide emissions,Petroleum,42.983169
1970,Florida,Transportation carbon dioxide emissions,Natural Gas,0.240605
1970,Florida,Electric Power carbon dioxide emissions,Coal,11.101628
1970,Florida,Electric Power carbon dioxide emissions,Petroleum,19.981789
1970,Florida,Electric Power carbon dioxide emissions,Natural Gas,10.948683
1970,Florida,Industrial carbon dioxide emissions,Petroleum,6.718276
1970,Florida,Industrial carbon dioxide emissions,Natural Gas,4.879396
1970,Florida,Residential carbon dioxide emissions,Petroleum,2.1329
1970,Georgia,Residential carbon dioxide emissions,Coal,0.161426
1970,Georgia,Residential carbon dioxide emissions,Natural Gas,4.775352
1970,Georgia,Commercial carbon dioxide emissions,Coal,0.126856
1970,Georgia,Commercial carbon dioxide emissions,Petroleum,0.791708
1970,Georgia,Commercial carbon dioxide emissions,Natural Gas,2.11693
1970,Georgia,Transportation carbon dioxide emissions,Coal,0.001807
1970,Georgia,Transportation carbon dioxide emissions,Petroleum,28.022679
1970,Georgia,Transportation carbon dioxide emissions,Natural Gas,0.375859
1970,Georgia,Electric Power carbon dioxide emissions,Coal,16.941872
1970,Georgia,Electric Power carbon dioxide emissions,Petroleum,0.752878
1970,Georgia,Electric Power carbon dioxide emissions,Natural Gas,3.207339
1970,Georgia,Industrial carbon dioxide emissions,Coal,1.136681
1970,Georgia,Industrial carbon dioxide emissions,Petroleum,6.698688
1970,Georgia,Industrial carbon dioxide emissions,Natural Gas,7.36276
1970,Georgia,Residential carbon dioxide emissions,Petroleum,1.054917
1970,Hawaii,Commercial carbon dioxide emissions,Petroleum,0.257733
1970,Hawaii,Transportation carbon dioxide emissions,Petroleum,8.957424
1970,Hawaii,Electric Power carbon dioxide emissions,Petroleum,3.205327
1970,Hawaii,Industrial carbon dioxide emissions,Petroleum,1.462057
1970,Hawaii,Residential carbon dioxide emissions,Petroleum,0.048509
1970,Idaho,Transportation carbon dioxide emissions,Petroleum,4.361334
1970,Idaho,Transportation carbon dioxide emissions,Coal,0.000571
1970,Idaho,Commercial carbon dioxide emissions,Natural Gas,0.329148
1970,Idaho,Commercial carbon dioxide emissions,Petroleum,0.253747
1970,Idaho,Commercial carbon dioxide emissions,Coal,0.182841
1970,Idaho,Residential carbon dioxide emissions,Natural Gas,0.433757
1970,Idaho,Residential carbon dioxide emissions,Petroleum,0.507885
1970,Idaho,Residential carbon dioxide emissions,Coal,0.232681
1970,Idaho,Industrial carbon dioxide emissions,Natural Gas,1.5491
1970,Idaho,Industrial carbon dioxide emissions,Petroleum,1.821033
1970,Idaho,Industrial carbon dioxide emissions,Coal,0.340976
1970,Idaho,Electric Power carbon dioxide emissions,Petroleum,0.000296
1970,Idaho,Transportation carbon dioxide emissions,Natural Gas,0.236416
1970,Illinois,Commercial carbon dioxide emissions,Petroleum,5.80841
1970,Illinois,Commercial carbon dioxide emissions,Natural Gas,10.512275
1970,Illinois,Transportation carbon dioxide emissions,Coal,0.036904
1970,Illinois,Transportation carbon dioxide emissions,Petroleum,53.974171
1970,Illinois,Transportation carbon dioxide emissions,Natural Gas,1.520189
1970,Illinois,Electric Power carbon dioxide emissions,Coal,57.915935
1970,Illinois,Electric Power carbon dioxide emissions,Petroleum,2.669707
1970,Illinois,Electric Power carbon dioxide emissions,Natural Gas,7.194337
1970,Illinois,Industrial carbon dioxide emissions,Coal,24.262376
1970,Illinois,Industrial carbon dioxide emissions,Petroleum,26.983554
1970,Illinois,Industrial carbon dioxide emissions,Natural Gas,19.791293
1970,Illinois,Residential carbon dioxide emissions,Coal,2.729557
1970,Illinois,Residential carbon dioxide emissions,Petroleum,7.803578
1970,Illinois,Residential carbon dioxide emissions,Natural Gas,23.865946
1970,Illinois,Commercial carbon dioxide emissions,Coal,2.144638
1970,Indiana,Residential carbon dioxide emissions,Coal,0.873585
1970,Indiana,Residential carbon dioxide emissions,Natural Gas,8.464696
1970,Indiana,Commercial carbon dioxide emissions,Coal,0.686422
1970,Indiana,Commercial carbon dioxide emissions,Petroleum,1.998332
1970,Indiana,Commercial carbon dioxide emissions,Natural Gas,4.136355
1970,Indiana,Transportation carbon dioxide emissions,Coal,0.066009
1970,Indiana,Transportation carbon dioxide emissions,Petroleum,26.056978
1970,Indiana,Transportation carbon dioxide emissions,Natural Gas,0.594937
1970,Indiana,Electric Power carbon dioxide emissions,Coal,47.456037
1970,Indiana,Electric Power carbon dioxide emissions,Petroleum,0.363701
1970,Indiana,Electric Power carbon dioxide emissions,Natural Gas,1.573846
1970,Indiana,Industrial carbon dioxide emissions,Coal,45.205716
1970,Indiana,Industrial carbon dioxide emissions,Petroleum,14.98244
1970,Indiana,Industrial carbon dioxide emissions,Natural Gas,13.68902
1970,Indiana,Residential carbon dioxide emissions,Petroleum,5.784128
1970,Iowa,Transportation carbon dioxide emissions,Petroleum,13.617166
1970,Iowa,Transportation carbon dioxide emissions,Natural Gas,0.978961
1970,Iowa,Commercial carbon dioxide emissions,Natural Gas,3.063549
1970,Iowa,Commercial carbon dioxide emissions,Petroleum,0.717051
1970,Iowa,Commercial carbon dioxide emissions,Coal,0.154032
1970,Iowa,Residential carbon dioxide emissions,Natural Gas,5.147447
1970,Iowa,Residential carbon dioxide emissions,Petroleum,2.842099
1970,Iowa,Residential carbon dioxide emissions,Coal,0.195997
1970,Iowa,Industrial carbon dioxide emissions,Natural Gas,5.061565
1970,Iowa,Industrial carbon dioxide emissions,Petroleum,5.285503
1970,Iowa,Industrial carbon dioxide emissions,Coal,4.066348
1970,Iowa,Electric Power carbon dioxide emissions,Natural Gas,4.167955
1970,Iowa,Electric Power carbon dioxide emissions,Petroleum,0.163793
1970,Iowa,Electric Power carbon dioxide emissions,Coal,8.007021
1970,Iowa,Transportation carbon dioxide emissions,Coal,0.006468
1970,Kansas,Electric Power carbon dioxide emissions,Coal,0.789155
1970,Kansas,Electric Power carbon dioxide emissions,Natural Gas,8.883448
1970,Kansas,Industrial carbon dioxide emissions,Coal,0.207065
1970,Kansas,Industrial carbon dioxide emissions,Petroleum,5.564708
1970,Kansas,Industrial carbon dioxide emissions,Natural Gas,9.332563
1970,Kansas,Commercial carbon dioxide emissions,Coal,0.009027
1970,Kansas,Commercial carbon dioxide emissions,Petroleum,0.310633
1970,Kansas,Commercial carbon dioxide emissions,Natural Gas,2.784982
1970,Kansas,Transportation carbon dioxide emissions,Coal,0.000285
1970,Kansas,Transportation carbon dioxide emissions,Petroleum,12.605414
1970,Kansas,Transportation carbon dioxide emissions,Natural Gas,3.882283
1970,Kansas,Electric Power carbon dioxide emissions,Petroleum,0.257011
1970,Kansas,Residential carbon dioxide emissions,Natural Gas,5.149408
1970,Kansas,Residential carbon dioxide emissions,Petroleum,1.291198
1970,Kansas,Residential carbon dioxide emissions,Coal,0.011428
1970,Kentucky,Commercial carbon dioxide emissions,Coal,0.52394
1970,Kentucky,Residential carbon dioxide emissions,Coal,0.666736
1970,Kentucky,Commercial carbon dioxide emissions,Natural Gas,2.289563
1970,Kentucky,Transportation carbon dioxide emissions,Coal,0.015123
1970,Kentucky,Transportation carbon dioxide emissions,Petroleum,16.008973
1970,Kentucky,Transportation carbon dioxide emissions,Natural Gas,1.927171
1970,Kentucky,Electric Power carbon dioxide emissions,Coal,38.861691
1970,Kentucky,Electric Power carbon dioxide emissions,Petroleum,0.058624
1970,Kentucky,Electric Power carbon dioxide emissions,Natural Gas,0.460108
1970,Kentucky,Industrial carbon dioxide emissions,Coal,9.862625
1970,Kentucky,Industrial carbon dioxide emissions,Petroleum,4.483636
1970,Kentucky,Industrial carbon dioxide emissions,Natural Gas,3.857949
1970,Kentucky,Residential carbon dioxide emissions,Natural Gas,4.662738
1970,Kentucky,Residential carbon dioxide emissions,Petroleum,1.857654
1970,Kentucky,Commercial carbon dioxide emissions,Petroleum,0.764652
1970,Louisiana,Residential carbon dioxide emissions,Natural Gas,4.700011
1970,Louisiana,Commercial carbon dioxide emissions,Petroleum,1.141802
1970,Louisiana,Commercial carbon dioxide emissions,Natural Gas,3.836527
1970,Louisiana,Transportation carbon dioxide emissions,Petroleum,22.907219
1970,Louisiana,Transportation carbon dioxide emissions,Natural Gas,3.892304
1970,Louisiana,Electric Power carbon dioxide emissions,Petroleum,0.071328
1970,Louisiana,Electric Power carbon dioxide emissions,Natural Gas,18.09949
1970,Louisiana,Industrial carbon dioxide emissions,Petroleum,22.082722
1970,Louisiana,Industrial carbon dioxide emissions,Natural Gas,66.827673
1970,Louisiana,Residential carbon dioxide emissions,Petroleum,0.564358
1970,Maine,Industrial carbon dioxide emissions,Coal,0.109021
1970,Maine,Industrial carbon dioxide emissions,Natural Gas,0.018247
1970,Maine,Residential carbon dioxide emissions,Coal,0.054449
1970,Maine,Residential carbon dioxide emissions,Petroleum,4.132012
1970,Maine,Residential carbon dioxide emissions,Natural Gas,0.028154
1970,Maine,Commercial carbon dioxide emissions,Coal,0.042733
1970,Maine,Commercial carbon dioxide emissions,Petroleum,0.955503
1970,Maine,Commercial carbon dioxide emissions,Natural Gas,0.022427
1970,Maine,Transportation carbon dioxide emissions,Coal,0.00019
1970,Maine,Transportation carbon dioxide emissions,Petroleum,6.270983
1970,Maine,Electric Power carbon dioxide emissions,Petroleum,2.29287
1970,Maine,Industrial carbon dioxide emissions,Petroleum,2.878958
1970,Maryland,Residential carbon dioxide emissions,Coal,0.105921
1970,Maryland,Residential carbon dioxide emissions,Petroleum,4.642488
1970,Maryland,Residential carbon dioxide emissions,Natural Gas,3.951316
1970,Maryland,Commercial carbon dioxide emissions,Coal,0.083258
1970,Maryland,Commercial carbon dioxide emissions,Petroleum,2.245272
1970,Maryland,Commercial carbon dioxide emissions,Natural Gas,1.403174
1970,Maryland,Transportation carbon dioxide emissions,Coal,0.022637
1970,Maryland,Transportation carbon dioxide emissions,Petroleum,19.380465
1970,Maryland,Transportation carbon dioxide emissions,Natural Gas,0.109009
1970,Maryland,Electric Power carbon dioxide emissions,Coal,13.927541
1970,Maryland,Electric Power carbon dioxide emissions,Petroleum,5.102644
1970,Maryland,Electric Power carbon dioxide emissions,Natural Gas,0.619645
1970,Maryland,Industrial carbon dioxide emissions,Coal,14.89376
1970,Maryland,Industrial carbon dioxide emissions,Petroleum,5.438432
1970,Maryland,Industrial carbon dioxide emissions,Natural Gas,2.273317
1970,Massachusetts,Residential carbon dioxide emissions,Coal,0.235562
1970,Massachusetts,Residential carbon dioxide emissions,Natural Gas,4.434487
1970,Massachusetts,Commercial carbon dioxide emissions,Coal,0.18505
1970,Massachusetts,Commercial carbon dioxide emissions,Petroleum,12.973728
1970,Massachusetts,Commercial carbon dioxide emissions,Natural Gas,1.897056
1970,Massachusetts,Transportation carbon dioxide emissions,Coal,0.000571
1970,Massachusetts,Transportation carbon dioxide emissions,Petroleum,24.70725
1970,Massachusetts,Transportation carbon dioxide emissions,Natural Gas,0.058004
1970,Massachusetts,Electric Power carbon dioxide emissions,Coal,1.271951
1970,Massachusetts,Electric Power carbon dioxide emissions,Petroleum,20.477526
1970,Massachusetts,Electric Power carbon dioxide emissions,Natural Gas,0.304123
1970,Massachusetts,Industrial carbon dioxide emissions,Coal,0.34391
1970,Massachusetts,Industrial carbon dioxide emissions,Petroleum,14.140728
1970,Massachusetts,Industrial carbon dioxide emissions,Natural Gas,1.157035
1970,Massachusetts,Residential carbon dioxide emissions,Petroleum,17.383096
1970,Michigan,Residential carbon dioxide emissions,Coal,1.099447
1970,Michigan,Residential carbon dioxide emissions,Natural Gas,18.298952
1970,Michigan,Commercial carbon dioxide emissions,Coal,0.86379
1970,Michigan,Commercial carbon dioxide emissions,Petroleum,2.338868
1970,Michigan,Commercial carbon dioxide emissions,Natural Gas,7.141741
1970,Michigan,Transportation carbon dioxide emissions,Coal,0.046035
1970,Michigan,Transportation carbon dioxide emissions,Petroleum,41.302209
1970,Michigan,Transportation carbon dioxide emissions,Natural Gas,0.557929
1970,Michigan,Electric Power carbon dioxide emissions,Coal,46.323998
1970,Michigan,Electric Power carbon dioxide emissions,Petroleum,2.546857
1970,Michigan,Electric Power carbon dioxide emissions,Natural Gas,3.458707
1970,Michigan,Industrial carbon dioxide emissions,Coal,29.880561
1970,Michigan,Industrial carbon dioxide emissions,Petroleum,9.961814
1970,Michigan,Industrial carbon dioxide emissions,Natural Gas,13.466149
1970,Michigan,Residential carbon dioxide emissions,Petroleum,9.511591
1970,Minnesota,Residential carbon dioxide emissions,Coal,0.649355
1970,Minnesota,Residential carbon dioxide emissions,Natural Gas,5.406343
1970,Minnesota,Commercial carbon dioxide emissions,Coal,0.510207
1970,Minnesota,Commercial carbon dioxide emissions,Petroleum,1.369354
1970,Minnesota,Commercial carbon dioxide emissions,Natural Gas,4.068649
1970,Minnesota,Transportation carbon dioxide emissions,Coal,0.005612
1970,Minnesota,Transportation carbon dioxide emissions,Petroleum,18.925371
1970,Minnesota,Transportation carbon dioxide emissions,Natural Gas,0.395794
1970,Minnesota,Electric Power carbon dioxide emissions,Coal,11.940052
1970,Minnesota,Electric Power carbon dioxide emissions,Petroleum,0.723063
1970,Minnesota,Electric Power carbon dioxide emissions,Natural Gas,3.131997
1970,Minnesota,Industrial carbon dioxide emissions,Coal,3.920477
1970,Minnesota,Industrial carbon dioxide emissions,Petroleum,8.14645
1970,Minnesota,Industrial carbon dioxide emissions,Natural Gas,4.955376
1970,Minnesota,Residential carbon dioxide emissions,Petroleum,5.181499
1970,Mississippi,Residential carbon dioxide emissions,Petroleum,1.17573
1970,Mississippi,Industrial carbon dioxide emissions,Natural Gas,7.3177
1970,Mississippi,Industrial carbon dioxide emissions,Petroleum,5.337933
1970,Mississippi,Industrial carbon dioxide emissions,Coal,0.109968
1970,Mississippi,Electric Power carbon dioxide emissions,Natural Gas,5.41875
1970,Mississippi,Electric Power carbon dioxide emissions,Petroleum,0.198063
1970,Mississippi,Electric Power carbon dioxide emissions,Coal,1.147162
1970,Mississippi,Transportation carbon dioxide emissions,Natural Gas,3.22457
1970,Mississippi,Transportation carbon dioxide emissions,Petroleum,11.015522
1970,Mississippi,Transportation carbon dioxide emissions,Coal,0.00019
1970,Mississippi,Commercial carbon dioxide emissions,Natural Gas,1.295915
1970,Mississippi,Commercial carbon dioxide emissions,Petroleum,0.453141
1970,Mississippi,Residential carbon dioxide emissions,Natural Gas,1.991325
1970,Missouri,Transportation carbon dioxide emissions,Coal,0.006468
1970,Missouri,Transportation carbon dioxide emissions,Petroleum,26.887002
1970,Missouri,Transportation carbon dioxide emissions,Natural Gas,0.680353
1970,Missouri,Electric Power carbon dioxide emissions,Coal,22.19736
1970,Missouri,Electric Power carbon dioxide emissions,Petroleum,0.131039
1970,Missouri,Electric Power carbon dioxide emissions,Natural Gas,3.362051
1970,Missouri,Industrial carbon dioxide emissions,Coal,4.1119
1970,Missouri,Industrial carbon dioxide emissions,Petroleum,5.808108
1970,Missouri,Industrial carbon dioxide emissions,Natural Gas,5.594033
1970,Missouri,Residential carbon dioxide emissions,Coal,0.109474
1970,Missouri,Residential carbon dioxide emissions,Petroleum,2.619768
1970,Missouri,Residential carbon dioxide emissions,Natural Gas,8.359504
1970,Missouri,Commercial carbon dioxide emissions,Coal,0.086043
1970,Missouri,Commercial carbon dioxide emissions,Petroleum,1.997894
1970,Missouri,Commercial carbon dioxide emissions,Natural Gas,4.679439
1970,Montana,Electric Power carbon dioxide emissions,Natural Gas,0.138382
1970,Montana,Electric Power carbon dioxide emissions,Coal,1.063652
1970,Montana,Transportation carbon dioxide emissions,Natural Gas,0.038758
1970,Montana,Transportation carbon dioxide emissions,Petroleum,4.816988
1970,Montana,Transportation carbon dioxide emissions,Coal,9.5e-05
1970,Montana,Commercial carbon dioxide emissions,Natural Gas,1.015757
1970,Montana,Commercial carbon dioxide emissions,Petroleum,0.2892
1970,Montana,Commercial carbon dioxide emissions,Coal,0.010275
1970,Montana,Residential carbon dioxide emissions,Natural Gas,1.356623
1970,Montana,Residential carbon dioxide emissions,Petroleum,0.314282
1970,Montana,Residential carbon dioxide emissions,Coal,0.01306
1970,Montana,Industrial carbon dioxide emissions,Natural Gas,2.154912
1970,Montana,Industrial carbon dioxide emissions,Petroleum,3.08407
1970,Montana,Industrial carbon dioxide emissions,Coal,0.056498
1970,Montana,Electric Power carbon dioxide emissions,Petroleum,0.012238
1970,Nebraska,Transportation carbon dioxide emissions,Natural Gas,0.701985
1970,Nebraska,Electric Power carbon dioxide emissions,Coal,2.287476
1970,Nebraska,Electric Power carbon dioxide emissions,Petroleum,0.142969
1970,Nebraska,Electric Power carbon dioxide emissions,Natural Gas,2.546126
1970,Nebraska,Industrial carbon dioxide emissions,Coal,0.46618
1970,Nebraska,Industrial carbon dioxide emissions,Petroleum,2.231371
1970,Nebraska,Industrial carbon dioxide emissions,Natural Gas,2.883692
1970,Nebraska,Residential carbon dioxide emissions,Coal,0.039372
1970,Nebraska,Residential carbon dioxide emissions,Petroleum,1.267365
1970,Nebraska,Residential carbon dioxide emissions,Natural Gas,3.115508
1970,Nebraska,Commercial carbon dioxide emissions,Coal,0.030922
1970,Nebraska,Commercial carbon dioxide emissions,Petroleum,0.349532
1970,Nebraska,Commercial carbon dioxide emissions,Natural Gas,2.502491
1970,Nebraska,Transportation carbon dioxide emissions,Coal,0.000761
1970,Nebraska,Transportation carbon dioxide emissions,Petroleum,8.96577
1970,Nevada,Residential carbon dioxide emissions,Coal,0.085083
1970,Nevada,Residential carbon dioxide emissions,Natural Gas,0.416578
1970,Nevada,Commercial carbon dioxide emissions,Coal,0.066837
1970,Nevada,Commercial carbon dioxide emissions,Petroleum,0.159256
1970,Nevada,Commercial carbon dioxide emissions,Natural Gas,0.552627
1970,Nevada,Transportation carbon dioxide emissions,Coal,0.000285
1970,Nevada,Transportation carbon dioxide emissions,Petroleum,5.207541
1970,Nevada,Electric Power carbon dioxide emissions,Coal,1.327877
1970,Nevada,Electric Power carbon dioxide emissions,Petroleum,0.043242
1970,Nevada,Electric Power carbon dioxide emissions,Natural Gas,1.45349
1970,Nevada,Industrial carbon dioxide emissions,Coal,0.164952
1970,Nevada,Industrial carbon dioxide emissions,Petroleum,0.465047
1970,Nevada,Industrial carbon dioxide emissions,Natural Gas,0.566378
1970,Nevada,Residential carbon dioxide emissions,Petroleum,0.263943
1970,New Hampshire,Residential carbon dioxide emissions,Coal,0.009987
1970,New Hampshire,Residential carbon dioxide emissions,Natural Gas,0.196704
1970,New Hampshire,Commercial carbon dioxide emissions,Coal,0.007874
1970,New Hampshire,Commercial carbon dioxide emissions,Petroleum,0.371928
1970,New Hampshire,Commercial carbon dioxide emissions,Natural Gas,0.12078
1970,New Hampshire,Transportation carbon dioxide emissions,Petroleum,3.605411
1970,New Hampshire,Electric Power carbon dioxide emissions,Coal,2.544187
1970,New Hampshire,Electric Power carbon dioxide emissions,Petroleum,1.277245
1970,New Hampshire,Industrial carbon dioxide emissions,Coal,0.020252
1970,New Hampshire,Industrial carbon dioxide emissions,Petroleum,1.64191
1970,New Hampshire,Industrial carbon dioxide emissions,Natural Gas,0.041006
1970,New Hampshire,Residential carbon dioxide emissions,Petroleum,2.988666
1970,New Jersey,Residential carbon dioxide emissions,Coal,0.190235
